date,ticker,PX_LAST,return,log_return,asset_type,asset_name
2018-01-01,BTCUSD,13624.57,,,Crypto,Bitcoin
2018-01-02,BTCUSD,14784.6,0.08514250357992958,0.08171131807312318,Crypto,Bitcoin
2018-01-03,BTCUSD,15055.23,0.018304857757396098,0.01813934064211853,Crypto,Bitcoin
2018-01-04,BTCUSD,14946.35,-0.007232038301639987,-0.007258316262770545,Crypto,Bitcoin
2018-01-05,BTCUSD,16753.24,0.12089172272829152,0.11412454953044181,Crypto,Bitcoin
2018-01-08,BTCUSD,14935.7,-0.10848886543737213,-0.11483735206245871,Crypto,Bitcoin
2018-01-09,BTCUSD,14554.08,-0.025550861359025734,-0.025882953658284094,Crypto,Bitcoin
2018-01-10,BTCUSD,14494.74,-0.004077207216120815,-0.004085541687420712,Crypto,Bitcoin
2018-01-11,BTCUSD,13462.98,-0.07118168383841317,-0.07384212855001686,Crypto,Bitcoin
2018-01-12,BTCUSD,13746.58,0.021065172792353648,0.02084636945909765,Crypto,Bitcoin
2018-01-15,BTCUSD,13916.82,0.012384171190215953,0.01230811463003447,Crypto,Bitcoin
2018-01-16,BTCUSD,10720.0,-0.22970908584001226,-0.26098702488947334,Crypto,Bitcoin
2018-01-17,BTCUSD,11376.69,0.06125839552238821,0.0594553695872881,Crypto,Bitcoin
2018-01-18,BTCUSD,11605.5,0.02011217674033472,0.01991259844553779,Crypto,Bitcoin
2018-01-19,BTCUSD,11366.61,-0.020584205764508146,-0.020799013403790558,Crypto,Bitcoin
2018-01-22,BTCUSD,10354.0,-0.08908636787925339,-0.0933071917919816,Crypto,Bitcoin
2018-01-23,BTCUSD,10981.05,0.0605611357929301,0.058798141444869924,Crypto,Bitcoin
2018-01-24,BTCUSD,11213.37,0.021156446787875538,0.02093575642347757,Crypto,Bitcoin
2018-01-25,BTCUSD,11256.52,0.0038480849200552836,0.003840699980466277,Crypto,Bitcoin
2018-01-26,BTCUSD,10874.79,-0.03391190172451164,-0.034500249885050335,Crypto,Bitcoin
2018-01-29,BTCUSD,11207.0,0.0305486358817042,0.030091316626417668,Crypto,Bitcoin
2018-01-30,BTCUSD,10086.8,-0.09995538502721524,-0.10531094469450374,Crypto,Bitcoin
2018-01-31,BTCUSD,9962.31,-0.01234187254629815,-0.012418665959110849,Crypto,Bitcoin
2018-02-01,BTCUSD,9094.2,-0.08713942850603917,-0.09117212473274722,Crypto,Bitcoin
2018-02-02,BTCUSD,8570.0,-0.057641133909524855,-0.059369115073840864,Crypto,Bitcoin
