,Open,High,Low,Close,Volume
2023-01-02,248.13020863699714,251.39242676240121,247.4522164040516,250.16500094938877,38260958
2023-01-03,250.00522002689448,257.996367966771,241.61775527147546,250.22529226917462,22224035
2023-01-04,241.01096753995475,254.2926532253108,236.15217907949275,250.34801674978158,39930923
2023-01-05,249.16819179563964,254.82128702055905,241.98841639735667,249.59898032141143,19044837
2023-01-06,236.36336673206023,279.52208870869026,227.4345652957084,250.7316035204713,28415701
2023-01-09,255.46296196736878,263.0257634001574,228.92400844757657,248.30109490038217,34234194
2023-01-10,275.09381775879825,283.3796542410678,171.5410463874803,249.82461213223132,17426117
2023-01-11,257.3101419471234,280.9223298608949,244.82714146844043,247.70398281555356,99259614
2023-01-12,266.1437677185255,312.0758272592588,230.3859815777231,246.71411989482584,35140220
2023-01-13,244.80765882045532,297.14903933278475,232.62890083379625,249.3153549254121,22329090
2023-01-16,225.54125946152294,335.16113588598665,193.7273161143752,244.90273325524456,17641579
2023-01-17,276.19632272390044,357.58127211901564,180.8276905074938,250.0311654931698,26173235
2023-01-18,252.48692437264103,295.54749720288635,212.52076390860282,259.7392984840442,13610979
2023-01-19,250.32891999030934,306.29553459919487,147.0578633956743,256.2316832533209,60948147
2023-01-20,291.9177586256281,366.9580519522942,187.01551999482058,261.04112547723946,31015984
2023-01-23,179.11345491926053,336.39444537319247,141.837362039311,257.20284908256417,23924015
2023-01-24,357.218228467421,368.9173869267741,166.80029408277227,253.82078187083917,42176565
2023-01-25,241.33234512345703,276.05909575961465,238.1929987814091,259.0819412741425,17428702
2023-01-26,276.9303805291844,295.4175568878964,224.49342641794584,267.53785240060546,14025765
2023-01-27,256.98321066998466,329.7649538098296,216.44605105476168,260.64761625979907,23425127
2023-01-30,312.63724658285685,363.0828383975612,256.9555919803791,257.8850285876875,26646229
2023-01-31,289.14483783174575,300.1253134163535,183.59634325983183,262.4708034608811,32595326
2023-02-01,261.8088549593418,322.32624514597626,249.4849213504351,265.6988931467108,11950066
2023-02-02,372.6529823125958,400.59851414736465,208.0154454351796,266.13724094486236,19899953
2023-02-03,64.91742849004423,311.511553384738,57.707669390413585,271.8413547628947,5350250
2023-02-06,358.46021365259577,451.9466986631131,208.7074538401921,270.7220050154025,13841914
2023-02-07,327.9803436049693,447.7347653449072,214.49125592240367,269.94010119933637,35748438
2023-02-08,166.86191001785306,287.0176768156785,151.20389740948548,270.2631849195148,40422587
2023-02-09,310.50463844623175,361.7671227709852,202.3092648738716,266.1362439263633,14123972
2023-02-10,330.03831607395654,344.9116865460395,240.07867579952202,269.4895629865156,21254604
2023-02-13,299.83677335974255,361.23001888149224,178.6684631833334,267.0360629448431,25322134
2023-02-14,175.6025374726988,288.8230206022048,174.41391231133701,264.53853734648595,42859653
2023-02-15,302.32900781259457,307.87219670746333,220.43502951443816,263.74993173704803,53700550
2023-02-16,322.75408506599786,434.1292883226689,170.24045303645372,270.20043311418976,26988664
2023-02-17,225.87616845353466,303.6531855791306,173.9864569174878,263.0294195551268,21945618
2023-02-20,296.87706089242965,304.14873139630896,191.50986967619644,263.7477109084727,12146353
2023-02-21,234.81024571941407,320.9487368765162,163.412450245979,257.28467123370143,26388028
2023-02-22,324.305194019524,379.3882170674415,211.98536653060188,260.00978502472583,70551086
2023-02-23,236.95058636202438,266.22603330297,228.8870125173443,258.12475271926036,47654263
2023-02-24,223.5317922668743,282.56304756970275,178.4429429341479,260.1202577923827,27284123
2023-02-27,261.3002325956275,354.4383502992095,243.53729826399973,263.64314886729335,29094953
2023-02-28,183.47839907801196,398.99294383451894,133.22877422820463,265.8202767047571,17718647
2023-03-01,261.43256647903735,289.61829040631176,124.26702152684166,269.60877933924957,20911683
2023-03-02,302.019289357822,373.8286341264022,242.87080802555403,278.9760760692861,26914775
2023-03-03,347.0397215713169,419.0220764401367,188.4306738325172,276.4557872530928,26955651
2023-03-06,296.68873331791235,344.02429645866096,245.5792804595319,277.90582985092226,41440173
2023-03-07,185.4929406200964,310.8812798239375,164.7948064344746,284.2541781770938,40443959
2023-03-08,380.79310909702986,450.56689046354995,265.8016215450192,279.60618651799297,32432441
2023-03-09,396.49154364478323,511.70005449074426,154.8623759670886,285.6111548820121,15169741
2023-03-10,290.0129259658241,416.5872362405215,248.93504181475882,281.1028011094528,15458641
2023-03-13,215.65056699614732,344.12935444981423,194.08242565695318,272.82168444823066,16037505
2023-03-14,227.26214879891978,328.10788599563676,171.71390565534443,272.1954431876071,28124356
2023-03-15,253.07516445872514,289.03762900072877,228.30068886152063,267.7918778214547,9076741
2023-03-16,294.7951031042181,361.1949114292863,244.9041383782361,274.05716205591716,24921684
2023-03-17,261.2162857655015,525.9402633062261,255.77022252706143,286.2343968778069,50561842
2023-03-20,201.86871538480725,330.45628932073646,128.9464567825404,286.8213157669174,34893090
