,Open,High,Low,Close,Volume
2021-01-01,54.70197155311853,54.87590404184492,54.60798300442007,54.66032142684738,6021644
2021-01-04,56.141689584916435,56.71294341250907,56.12295006407022,56.31828480774265,3134539
2021-01-05,56.36180269734898,56.54145982756264,56.32477543765729,56.49795932870145,9080544
2021-01-06,56.84243291647426,57.066787413511,56.051110749397054,56.65010192546033,7772070
2021-01-07,55.04506514001377,55.668530460772054,54.81695919720581,55.36942670580317,3281446
2021-01-08,54.42636286034274,54.58469026006903,54.137036062238636,54.382330226986284,14806630
2021-01-11,53.55105922687849,53.72801969852876,53.24721335078963,53.43533245469079,11656076
2021-01-12,55.63513195659326,55.770348787366764,55.42874274727076,55.490400059777926,12754998
2021-01-13,55.602153894115645,55.909671289828054,55.41284797495166,55.42584977935211,9569405
2021-01-14,55.6989217715943,55.77684078492481,55.22085433374041,55.555944517622635,4361991
2021-01-15,54.997914179376934,55.30771436325262,54.43066284723059,54.820476942104534,8113663
2021-01-18,55.32820628809054,55.73311232639464,55.3204108803603,55.54837842345017,6581488
2021-01-19,55.46759299230219,55.65578886815906,54.91632675853176,55.128797227962224,6047273
2021-01-20,55.154628856005864,55.68493839730599,54.99368465786844,55.45020821995334,18970058
2021-01-21,56.398881051039915,56.533972622205,56.22986409922543,56.30504586544984,5098936
2021-01-22,58.00121854974607,58.4446209433118,57.98587770425918,58.17948118286881,6639878
2021-01-25,58.64834486186321,59.59345379703509,58.276523217980674,59.10523791383251,8529571
2021-01-26,58.412490112991755,58.82340545235219,58.27023404772259,58.56273247106643,10191976
2021-01-27,58.46602201203054,58.81032174962773,58.16535859553333,58.497202498255994,19507776
2021-01-28,58.649397874337325,58.83128157192278,58.19587872052838,58.285632013614375,7713024
2021-01-29,58.88626051199968,58.939336732624085,58.39004568313038,58.407985173455565,9680615
2021-02-01,57.95804952003808,58.2640384210608,57.87898995670424,57.99188100866811,4583770
2021-02-02,56.93861331315834,57.35279612236642,56.850315031807696,57.296754105667375,11160981
2021-02-03,53.11065743881638,53.84964272962994,52.86765954642611,53.42466321629612,22029810
2021-02-04,53.512429248926,53.76823663923184,53.21845293089458,53.32720191082379,6759633
2021-02-05,53.38462581183828,53.53954954181736,52.946485097534975,53.215045020715266,12505663
2021-02-08,52.53140718781192,52.74716321784891,52.38323558769444,52.67537712032086,4134910
2021-02-09,49.32439120214802,49.69540460197197,49.19167545072339,49.5864070505816,7043880
2021-02-10,50.22111406489296,50.34630717668755,49.8949086975393,49.997861798344594,7222448
2021-02-11,50.92383004225624,51.39074003766712,50.76608722823871,51.206796306141015,9981247
2021-02-12,50.79096807540176,50.920252878909366,50.70911121548521,50.89272323351068,7805756
2021-02-15,50.31115590655128,50.49294749922671,50.00924057936364,50.20418504824082,14721134
2021-02-16,51.16385661418926,51.662874522480884,51.14113680900788,51.628725505916314,6474251
2021-02-17,52.55253251989793,52.69512383384528,52.18751715255521,52.32804170722119,12062390
2021-02-18,51.569547232404496,51.75382646751604,50.91207456090935,51.02302602010691,9073734
2021-02-19,53.04325323700368,53.08919070824914,52.85018727936948,53.01608251070704,4880734
2021-02-22,53.44592588158998,53.48136504140147,53.142974117320136,53.45426136520113,2746834
2021-02-23,54.20937004347091,54.243231015985565,54.11693708202823,54.198559357386166,9006960
2021-02-24,54.03499444280997,54.31277866698655,53.810982708659544,53.980375897458146,5943961
2021-02-25,54.09502845862314,54.35714941094045,53.241602498561484,54.27330978354449,9605419
2021-02-26,53.831472652826186,54.382229918393634,53.673498770177645,54.10521783818897,4456647
2021-03-01,52.94071127154491,53.085844039286926,52.68251186268857,53.024967477501974,10929156
2021-03-02,54.839307272069256,55.02108582202089,54.46413701724796,54.801428051548896,18336728
2021-03-03,53.803697253353164,54.0567332943533,53.381034093047866,54.04651999751241,7425891
2021-03-04,53.65144763441126,54.250749378646326,53.376282085015575,53.978543510020096,3085255
2021-03-05,53.39407585035172,53.82415910854739,53.19014051825942,53.50010720854084,8140191
2021-03-08,53.216061278204684,53.68350473285763,52.98249120660116,53.5373039059554,5861525
2021-03-09,53.86063415882796,54.053991688889525,53.58541927245531,53.69829956757759,5211925
2021-03-10,51.597380781682844,52.41683359654844,51.40361935492072,52.40904525296613,7537338
2021-03-11,54.40641772302624,54.70565740294784,54.357664708876136,54.693921938512005,13776808
2021-03-12,56.32285777829793,56.4690401793218,55.787314247466746,55.96685907301009,6272793
2021-03-15,54.920041768333185,55.01691800826834,54.65681599558618,54.97489204451027,11862481
2021-03-16,55.118728445479405,55.61020310179233,54.97833914243292,55.07314539610177,7514759
2021-03-17,57.13130708624693,57.4242049092787,56.89015828863417,57.16447040699632,7999666
2021-03-18,56.995995050916676,57.17690893623221,56.88244499266052,57.157346378308844,14448306
2021-03-19,56.89642403326317,56.93820604153103,56.571238457173806,56.617392633483945,7277894
2021-03-22,55.31998841070098,55.55665540201749,54.878598464374384,55.46271490056799,12276898
2021-03-23,53.214980502338044,53.753286380013506,53.054435182110446,53.41411725263052,7470679
2021-03-24,53.83501315158256,53.952002439249796,53.42526687227156,53.67637643726892,11072602
2021-03-25,53.60220323958599,54.23603377178245,53.530626666668624,54.07197706469005,7329520
2021-03-26,53.55394309708158,53.84771505571538,53.51147718509679,53.62281655605392,9118023
2021-03-29,53.98611436665921,54.180679308941436,53.86403542695938,54.11248362151588,9518756
2021-03-30,53.621463058575706,53.96513821277101,53.606581791448484,53.69495512463551,11734355
