date,timestamp,coin_id,symbol,price,volume,market_cap,asset_class
2024-11-10,2024-11-10 00:00:00,ethereum,ETH,3130.035524073996,30583711140.36284,376942816358.42664,cryptocurrency
2024-11-11,2024-11-11 00:00:00,ethereum,ETH,3191.9044555518153,47726595161.32535,384143201744.36383,cryptocurrency
2024-11-12,2024-11-12 00:00:00,ethereum,ETH,3372.7914863430115,62390436438.24982,407462829811.2162,cryptocurrency
2024-11-13,2024-11-13 00:00:00,ethereum,ETH,3260.934386131155,60074013245.45247,392233485413.7434,cryptocurrency
2024-11-14,2024-11-14 00:00:00,ethereum,ETH,3191.8991843987947,65592582441.25777,384320615296.6757,cryptocurrency
2024-11-15,2024-11-15 00:00:00,ethereum,ETH,3059.812296932496,37531565153.535194,367484509623.6447,cryptocurrency
2024-11-16,2024-11-16 00:00:00,ethereum,ETH,3093.913043390382,33076552515.401417,372487751993.49884,cryptocurrency
2024-11-17,2024-11-17 00:00:00,ethereum,ETH,3133.8802234191417,26503107468.25979,376904025324.19116,cryptocurrency
2024-11-18,2024-11-18 00:00:00,ethereum,ETH,3075.534532601624,28547657381.28478,370225690651.5099,cryptocurrency
2024-11-19,2024-11-19 00:00:00,ethereum,ETH,3209.4239073326826,35364731417.99857,386129534586.85486,cryptocurrency
2024-11-20,2024-11-20 00:00:00,ethereum,ETH,3112.9098010150224,29767245881.040333,374925759373.2606,cryptocurrency
2024-11-21,2024-11-21 00:00:00,ethereum,ETH,3075.193856649331,29508936260.346874,370266265216.9245,cryptocurrency
2024-11-22,2024-11-22 00:00:00,ethereum,ETH,3365.9369715466096,55714132904.97961,405284044226.11957,cryptocurrency
2024-11-23,2024-11-23 00:00:00,ethereum,ETH,3327.7571951719624,36536922518.79305,400787854559.3274,cryptocurrency
2024-11-24,2024-11-24 00:00:00,ethereum,ETH,3394.036961782547,42885423857.47691,408448492183.1955,cryptocurrency
2024-11-25,2024-11-25 00:00:00,ethereum,ETH,3368.7027619429946,30123422893.99126,405718851021.4928,cryptocurrency
2024-11-26,2024-11-26 00:00:00,ethereum,ETH,3417.291223691937,53625394443.87371,411314588853.17755,cryptocurrency
2024-11-27,2024-11-27 00:00:00,ethereum,ETH,3325.636532587645,41896722105.13149,400706261382.18384,cryptocurrency
2024-11-28,2024-11-28 00:00:00,ethereum,ETH,3666.1884904377557,48465294233.32744,441632729137.7082,cryptocurrency
2024-11-29,2024-11-29 00:00:00,ethereum,ETH,3579.2407862474997,33082767875.13153,431207272220.64014,cryptocurrency
2024-11-30,2024-11-30 00:00:00,ethereum,ETH,3598.1933212253616,28800628431.21762,433361301691.3607,cryptocurrency
2024-12-01,2024-12-01 00:00:00,ethereum,ETH,3709.9094391073327,31961998508.230377,446851521665.9131,cryptocurrency
