,Open,High,Low,Close,Volume
2021-01-01,52.762559639968785,53.021730588085724,52.64670587754863,52.721703700436315,14911035
2021-01-04,53.39448026538515,53.587800178620775,53.38441157446898,53.57098951319775,11260726
2021-01-05,52.748135970996344,53.15791994787555,52.58745380129217,52.931650781894234,18656391
2021-01-06,52.15396326891255,52.51715608333149,51.9291492551254,52.35943145507132,13744741
2021-01-07,49.81461272148012,50.43942776379818,49.4220060798143,50.168267816591175,5377544
2021-01-08,50.21558052626768,50.232623086125315,49.33040801284589,49.85436610283227,8556488
2021-01-11,50.34761990346443,50.56593812552161,50.03203770742943,50.39533142832746,13917199
2021-01-12,50.42499615929979,51.00251200643059,49.85390467288107,50.733874760844934,14516531
2021-01-13,51.081851085135916,51.263614495040486,51.03824065035721,51.10998173643715,6871582
2021-01-14,51.46477703168955,51.54671033738215,51.2680181655333,51.40928122219358,6436616
2021-01-15,49.8884677059315,50.185727114004095,49.76001463834396,50.0728021143021,14272798
2021-01-18,52.21152981393539,52.52153625049167,52.13921330498907,52.297351352902034,6878490
2021-01-19,54.2914799823859,54.3820658248384,53.87021912735954,53.97475949598943,6025004
2021-01-20,52.303615152402806,52.879841433251784,52.203014365884115,52.579930828831564,11107967
2021-01-21,51.789728543451986,52.35018099207569,51.771117121395996,51.92563309128632,10870033
2021-01-22,51.80310213872721,52.65829013823999,51.58026809830743,52.274850767016396,8944444
2021-01-25,52.73858887610426,53.09908749349986,52.20187687193189,52.30940256031081,9760702
2021-01-26,50.62888103253521,50.924733973054884,50.385738129380535,50.479376036145474,13973332
2021-01-27,50.26034498859459,50.53749342819735,50.25227338678245,50.27155771584434,9680866
2021-01-28,50.859274054848505,51.13063701225742,50.526218498245115,51.0241491755957,14376305
2021-01-29,49.902235604590004,50.21860754543421,49.82816316574492,50.075297915198924,11473024
2021-02-01,49.13373812412397,49.43455706858779,49.08631659255356,49.19330461858093,15090387
2021-02-02,49.595658824259864,49.60929190336541,49.44402783685411,49.48517449989303,21527596
2021-02-03,49.70275528330459,49.97693152816088,49.38995443652508,49.941782816196195,21112320
2021-02-04,48.841955914870844,49.181808799151135,48.819680732384406,48.94395637378995,26425728
2021-02-05,49.21520030101207,49.290259627142355,48.75752560010944,49.02607375757677,21100702
2021-02-08,49.06032340824847,49.369663397373074,48.67867828533331,48.70762664506218,15634994
2021-02-09,48.11821198007447,48.48270543502561,47.84770770284121,48.000808474954184,11173188
2021-02-10,49.562415747155384,49.957422686540674,49.398560514125336,49.71055395206854,11431267
2021-02-11,51.095542407008836,51.744339023878545,51.02750140020551,51.13120882332773,8947232
2021-02-12,53.326346002434036,53.62327296734894,53.1031708717054,53.227593269009944,13908463
2021-02-15,52.456818258205836,52.95646852847421,52.20540877850553,52.52571262586151,19666695
2021-02-16,53.659155312300335,53.87086457055595,53.3710346187065,53.487820079614416,9654258
2021-02-17,53.60369932520782,53.84983671324998,53.49377722130735,53.78037890414763,13621152
2021-02-18,55.1123530360193,55.3811233515734,54.70515325513243,54.71513382363826,9890273
2021-02-19,56.119034948951516,56.29696266494823,55.86834603875282,56.141143451318044,15408357
2021-02-22,55.25662556977358,55.67700005646968,55.04267509464594,55.41400213228347,10543833
2021-02-23,55.04335503678713,55.206786460850076,54.8667579081637,54.89720645808586,9587666
2021-02-24,53.5967724047691,53.900606930988374,53.358679902376686,53.83397332178581,9877401
2021-02-25,53.68855788951239,53.79358330603743,53.436324722183194,53.652844645210784,17848103
2021-02-26,53.68572636114058,53.867866473764366,53.21220330172349,53.349288855197486,13221683
2021-03-01,52.649912336549754,53.43020260017618,52.419655450281994,52.93972713960744,11201212
2021-03-02,52.891674796610715,52.98608783084617,52.585775938314185,52.60962375242265,15814624
2021-03-03,52.346276681455265,52.738876278756166,52.27380087531485,52.6521704161125,11279362
2021-03-04,51.95328150082376,52.38160045461616,51.43507867492998,51.762168398387594,24373386
2021-03-05,51.83889654414916,52.13375838720344,51.5678719410372,52.06066762586824,8527530
2021-03-08,53.444957890232814,53.61517127677216,52.88456321121246,53.15985090618272,12638492
2021-03-09,51.972361881532066,52.32860013142291,51.91685436044925,52.10744625481625,6874715
2021-03-10,52.143671628859416,52.27950181452485,51.793800793183635,52.22746113112456,11667365
2021-03-11,52.704329525058384,53.02180484206227,52.382879622985975,52.92784308218093,5991939
2021-03-12,53.45521072577271,54.12918406714305,53.352478703972416,54.041777055196526,20153765
2021-03-15,53.71355791491923,54.04996180328209,53.3730191675928,53.991101286629004,20358219
2021-03-16,54.76758128993833,55.25121875434139,54.731217253108525,55.18591537132229,20538844
2021-03-17,54.69461925448713,55.62742718260142,54.20811607078062,55.20184056929613,14078785
2021-03-18,54.80683646212522,54.93617344676287,54.571960239146534,54.73443761682418,8937873
2021-03-19,54.7190620526322,54.91329195912644,54.30907741192959,54.34614415368406,9300447
2021-03-22,52.77889933806561,52.87239186008398,52.214334573668964,52.355444138031345,29824162
2021-03-23,51.484821453772184,52.29977858372479,51.380666137004276,51.75559054519009,28447816
2021-03-24,52.08462675328229,52.131681286642,51.845061721727475,52.11040200216545,14753944
2021-03-25,52.82868654403577,53.26896680207989,52.5456594265352,52.55322654930072,10723266
2021-03-26,53.6558567350301,54.08223498842017,53.41634899547879,53.97442449724847,27509862
2021-03-29,53.726328432840305,53.98161727648227,53.42797840790824,53.436902425129425,9805870
2021-03-30,53.53610305474269,53.61801173825766,53.15918186997759,53.24378376611766,15559283
2021-03-31,53.443150858868165,54.052571051441625,53.286823221897784,53.91531469015308,27281573
2021-04-01,52.02815834534358,52.703872876918346,51.92386192693337,52.58569133903211,9134547
2021-04-02,51.30365146698093,51.63563666272936,51.2348043991691,51.39622228817222,21006767
2021-04-05,51.15163151903849,51.51612201188949,50.83481529280449,50.93661093056257,18002547
2021-04-06,50.888499655389865,51.35079855280691,50.85755840298801,51.23891088910248,13605506
2021-04-07,50.65217239119061,51.25841536155952,50.62326600594275,51.12107401898067,8444506
2021-04-08,51.22495596731072,51.53315993389047,50.973579606902604,51.21012291361922,9660186
2021-04-09,51.730565560374004,51.81178848723089,51.29392344862982,51.58368530355102,16037959
2021-04-12,51.57592464940041,51.95347735365019,51.51605524741514,51.73427418323771,6811173
2021-04-13,51.53641050835088,51.72934845376025,51.4236217612193,51.67557506594658,14814475
2021-04-14,52.57373341774528,52.78530525319867,52.279368661276145,52.425887329430935,18187933
2021-04-15,51.726482742157366,52.10488519112971,51.4531565164655,51.92976926414855,22710853
2021-04-16,52.51125817166641,52.86342068464971,51.988227882391556,52.69975989524554,6896777
2021-04-19,51.762244753792714,52.42983910401521,51.289799294813086,51.69773677905657,26798784
2021-04-20,51.155629402786666,51.37754904524763,51.00496319318475,51.06623842454821,32392101
2021-04-21,50.94131175262587,51.14799144831911,50.84205180874342,50.992695368814275,17035657
2021-04-22,51.06921724204642,51.42430513042016,50.55070672744313,50.73032962773571,8258215
2021-04-23,50.75188459194388,50.85359079371564,50.426704570934554,50.58122462170916,11777350
2021-04-26,51.895978222806406,51.98548394969594,51.63601975683708,51.97806304495994,13550646
2021-04-27,53.96948106096848,54.30998803414688,53.91065763304826,54.28477770704952,15886419
2021-04-28,53.5989895927772,53.62876964278539,53.20207042592471,53.360925068026845,14030361
2021-04-29,53.07464888061386,53.13330757064882,52.61753864670871,52.8306167786875,15971652
2021-04-30,52.724892641591815,52.77819638282792,52.5482155226933,52.74839828931967,13261425
2021-05-03,51.83266789473776,52.28670043412093,51.62986348438944,51.768166354630864,15843929
2021-05-04,51.708585454129135,51.81078310248701,51.453317271959314,51.54592733497449,11022858
2021-05-05,52.584538755130495,52.62580417379236,51.83923733109748,52.207912637243346,11718156
2021-05-06,52.71317340493653,52.72218548516979,52.33983046705579,52.50354419853927,10404311
2021-05-07,52.84871114418055,53.072089734542594,52.56884643546266,52.74308893183998,36192887
2021-05-10,52.31964531835958,52.482856936546014,52.054209743989496,52.10165856026996,28852113
2021-05-11,53.99336570892783,54.082491142290124,53.692133835272784,53.71511835299293,18317922
2021-05-12,53.75533504595834,54.12100257983915,53.4454917712677,53.68992796402872,26920480
2021-05-13,53.463103558520714,53.70056350229495,52.820098453803844,53.243268401484585,20686132
2021-05-14,53.29587831735918,53.82492721278097,53.27450158704597,53.45857359738464,15193511
2021-05-17,53.074946862092816,53.203813047445045,52.72524268888761,52.82883338854808,6536796
2021-05-18,52.51821994109902,53.07505970410021,52.41057283537039,52.67656514349089,12172154
2021-05-19,52.44393082221043,53.13951998657674,52.25224847008085,52.682979329501244,11736620
2021-05-20,53.54584964477763,53.65068092768088,53.05460205152892,53.576913113539256,7875016
2021-05-21,50.87619077342691,51.26490994580633,50.823290154372394,51.18524271572871,6600541
2021-05-24,52.63178135377248,52.791040624963955,52.38505010840035,52.77343882849108,17753675
2021-05-25,52.57542101996162,52.788526392794196,52.14656490831404,52.48603037289788,16321528
2021-05-26,53.37304708186608,53.40477371815066,52.86684407753825,53.306378985765726,7741027
2021-05-27,51.035659529901906,51.09852640661492,50.62539686407896,50.88919972381497,9557188
2021-05-28,50.30993567615802,50.55279056663635,49.9342072688629,50.162082231205865,24800008
2021-05-31,50.25784103870555,50.2677186534462,50.01396504531824,50.17335181648022,8947593
2021-06-01,50.44582710845971,50.67478618415528,50.321221400836954,50.63990038099771,15114164
2021-06-02,49.61434263924456,49.809951795670656,49.24304268683808,49.4090620921705,12620768
2021-06-03,48.949259373447546,49.1997542969031,48.869573139096545,48.97341695452851,17875205
2021-06-04,48.618692682194045,48.672749453775765,48.25180385015475,48.5661819087345,9044700
2021-06-07,48.542471158046226,48.5450318448107,48.39279115196697,48.51974052514538,14516335
2021-06-08,48.659447602940546,49.067159588541756,48.19963641235573,48.317087043049085,15098481
2021-06-09,48.132923586468976,48.60099067608977,48.041431558877164,48.39313043203567,15569646
2021-06-10,46.06276289125796,46.369469639787496,45.84030509447811,46.133996397855945,14436645
2021-06-11,46.53408509961226,46.62871845886822,46.15748603422796,46.42308307725469,16486428
2021-06-14,46.67543759611634,46.83896053031952,46.50085463129669,46.67083638093609,41517624
2021-06-15,49.4236017294199,49.77082284354571,49.241669845280654,49.53163727923499,49942969
2021-06-16,49.07333216991552,49.707328028046874,48.946530663615725,49.50057986297751,10080721
2021-06-17,50.19395653737765,50.281841531159365,50.10466876817235,50.258850090125975,4354071
2021-06-18,50.64533540046423,50.65468860804706,50.494910557678686,50.562871888830905,18689848
2021-06-21,51.282649582620714,51.73277240847829,51.116129751569595,51.15752764278996,15231400
2021-06-22,51.93313342275972,52.42500034147707,51.80691180711416,51.972441945576115,23588370
2021-06-23,49.81969277590832,49.87505707449692,49.63709285433073,49.779824353360354,16001393
2021-06-24,50.38595946180976,50.94448142995715,50.26649203561327,50.64657029120251,14289640
2021-06-25,48.99107675684073,49.30276549260197,48.84728692031791,48.905379209303,24402514
2021-06-28,49.01865287468665,49.315251924306146,48.87485567132083,49.01657102739458,26170247
2021-06-29,50.82688991653429,50.93557789612007,50.630099566328596,50.78913114071691,6937578
2021-06-30,48.86255458072378,48.9698167905591,48.74217962133646,48.91085397412406,9225116
2021-07-01,50.05002706832801,50.06714404710164,49.85804362708152,50.00213984530678,13163349
2021-07-02,49.35521776917698,49.627575263051796,49.08755912638329,49.21467278829765,14577098
2021-07-05,49.47234626009567,49.64751793314373,49.36048817031543,49.41554000294189,12394356
2021-07-06,48.34234259419833,48.87556754282321,47.99870711168307,48.74217370237421,17241796
2021-07-07,49.79348664912398,49.963343973395304,49.60104308300707,49.73168287291275,22834790
2021-07-08,48.95112318507244,49.43144193517785,48.906878981570095,49.03671197870801,32838043
2021-07-09,48.85753831302486,49.55944729368006,48.76809587006489,49.013738968084546,18535529
2021-07-12,49.059702653445484,49.379996184351825,48.51801002076192,48.76364498863654,9061784
2021-07-13,48.90926044464274,49.2081061145844,48.83581593388788,49.11536413541569,12891197
2021-07-14,50.495811934484756,50.91802471032754,50.14732308517324,50.68275824176813,13363896
2021-07-15,48.22800588989975,48.90499782423794,48.14946795667261,48.7194021125653,17949333
2021-07-16,47.70235633150889,47.715422167229704,47.13608557116011,47.39512610340557,16849430
2021-07-19,46.50188664908285,46.685571109639376,46.28075219225359,46.316151721463115,38684197
2021-07-20,46.50369985443797,46.656136398543126,46.28094733377074,46.57332833093736,11017405
2021-07-21,47.44887939566698,47.598242585289455,47.27713804391062,47.3183942329372,16820664
